DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	ALB_1_1_1	LOGGERPOWER_1_1_1	LOGGERTEMP_1_1_1	VIN_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	PPFD_1_1_1	PTVOUT_1_1_1	P_RAIN_1_1_1	RH_1_1_1	RN_1_1_1	SHF_1_1_1	SHF_2_1_1	SHF_3_1_1	SHFHEATER_1_1_1	SHFSENS1_1_1_1	SHFSENS2_2_1_1	SHFSENS3_3_1_1	SHFSENS_1_1_1	SHFSENS_2_1_1	SWC_1_1_1	SWC_2_1_1	SWC_3_1_1	SWIN_1_1_1	SWOUT_1_1_1	TA_1_1_1	TCNR01_1_1_0	TCNR01_1_1_6	TCNR01_1_1_66	TCNR01_1_1_7	TRN_1_1_1	TS_1_1_1	TS_2_1_1	TS_3_1_1	VERSION_1_1_1	WD_1_1_1	WS_1_1_1	CHK
DATA	2022-06-23T043000_smart3-00184.ghg	2022-06-23	05:00:00	174.2083	1	18000	18000	-0.0603706	0	NaN	-21.4292	0	NaN	-9.65191	0	NaN	5.85353	0	NaN	-0.217761	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.85825e-11	-1.39071e-12	NaN	NaN	10.8599	290.833	297.304	0	0	812.752	21.7659	22.2502	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	294.835	290.221	90099.3	1.07266	1017.51	0.0267805	-0.0141109	0.0146458	1961.61	1940.55	0.0136538	100	0	290.356	-0.777669	2.59404	0.0258353	2.70822	-2.01551e-14	-1.71111e-15	2.70822	5.33115	73.1165	106.688	0.546586	NaN	0.237237	0.313866	50.5554	0.0707541	2.2202	0.0827606	0	45.1088	-6.84544	15.4844	38.5583	58.8039	82.4733	123.56	-0.0597553	1.0103	-21.5282	1.02122	-6.33987	1.10487	6.02024	1.10487	-0.143037	1.10487	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	10	8	1	7	2	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.346367	0.185982	0.0953826	0.0334016	0.00639411	4.09394	NaN	NaN	-0.0197246	0.00602024	-0.143037	NaN	NaN	12.2633	290.832	21.7659	17.1335	101.828	-0.669763	1	19.7	11.8726	15308000	15308000	-15614.7	-1.48572	0	96.3754	-56.8569	-20.3096	-25.4397	-7.87732	0	60	60	60	60.1	60.4	NaN	0.39775	0.293286	-2.05681	1.173	291.139	NaN	NaN	NaN	NaN	-4321.12	291.35	293.65	295.95	5	40.7536	2.19289	198
DATA	2022-06-23T050000_smart3-00184.ghg	2022-06-23	05:30:00	174.2291	1	18000	18000	-0.0398558	0	NaN	-16.2039	0	NaN	-11.1489	0	NaN	5.93932	0	NaN	-0.251471	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.7295e-12	-5.63741e-13	NaN	NaN	11.0956	296.907	303.479	0	0	809.242	21.6545	22.1338	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	294.515	289.957	90089.3	1.07356	1017.44	0.026759	-0.0162953	0.0145825	1951.36	1908.3	0.0135833	100	0	290.273	-0.603571	2.15042	0.014045	2.23356	-1.05344e-14	-6.96629e-16	2.23356	3.83501	74.3443	105.678	0.360288	NaN	0.192678	0.200116	35.8144	0.0998762	1.45341	0.0769932	1	31.0338	14	29	59	112	244	1062	-0.0394425	1.01048	-16.4915	1.02115	-8.19446	1.10707	5.94515	1.10707	-0.184832	1.10707	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	9	6	0	7	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.209646	0.12544	0.0651469	0.0238334	0.00527424	9.46644	NaN	NaN	-0.0150982	0.00594515	-0.184832	NaN	NaN	12.2651	296.907	21.6545	17.0507	100.126	0.437592	1	19.6167	11.8664	14253500	14253600	-15614.7	-1.42723	0	97.3502	-41.7237	-19.756	-24.8201	-7.87732	0	60	60	60	60.1	60.4	NaN	0.39775	0.293286	15.6871	3.49034	290.832	NaN	NaN	NaN	NaN	-4243.23	291.35	293.65	295.95	5	41.3502	1.43901	077
DATA	2022-06-23T053000_smart3-00184.ghg	2022-06-23	06:00:00	174.2499	1	18000	18000	-0.0692665	0	NaN	-12.5042	0	NaN	0.386864	1	NaN	2.94239	0	NaN	0.00872944	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.78069e-12	6.55737e-13	NaN	NaN	10.8113	289.776	296.186	0	0	807.381	21.6403	22.119	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	294.579	290.367	90068.2	1.0718	1017.44	0.0268031	0.000565668	0.014549	1949.63	1958.5	0.0135744	99.5469	8.87335	290.259	-1.18428	2.46105	0.0282035	2.73132	-2.61779e-14	8.12178e-16	2.73132	5.36592	64.4164	115.697	0.591644	NaN	0.254217	0.326331	106.578	0.0335623	-32.322	0.0451053	0	48.2529	-7.32257	16.5637	41.2459	62.9026	88.2217	132.172	-0.0686411	1.00911	-12.2595	1.01854	1.64124	1.09153	3.08446	1.09153	0.037034	1.09153	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	2	0	0	8	7	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.392458	0.167658	0.0925461	0.0244026	0.0112705	41.1597	NaN	NaN	-0.0112421	0.00308446	0.037034	NaN	NaN	12.29	289.774	21.6404	17.0364	102.24	0.174768	1	19.82	11.8743	13258600	13258700	-15614.7	-1.37307	0	97.6018	11.7371	-18.6657	-24.2066	-7.87732	0	60	60	60	60.1	60.4	NaN	0.39775	0.293286	84.2797	14.6992	291.085	NaN	NaN	NaN	NaN	-4174.26	291.35	293.65	295.95	5	32.5413	2.08203	030
DATA	2022-06-23T060000_smart3-00184.ghg	2022-06-23	06:30:00	174.2707	1	18000	18000	-0.0893978	0	NaN	-6.25745	1	NaN	15.1832	0	NaN	-1.20819	0	NaN	0.342863	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.33109e-11	-4.20148e-12	NaN	NaN	10.6497	286.286	292.895	0	0	839.312	22.5625	23.0833	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	295.129	291.154	90047.2	1.06828	1017.99	0.0268821	0.0222175	0.0151244	2032.23	2058.26	0.0141578	98.7351	26.0342	290.916	-1.49428	2.70676	0.0159892	3.09187	8.91146e-14	-5.00586e-15	3.09187	5.87891	60.5395	118.901	0.296298	NaN	0.289282	0.447206	313.823	0.0113981	-0.41213	0.0198907	0	48.2101	-7.31607	16.549	41.2093	62.8467	88.1434	132.055	-0.0886225	1.00875	-5.29179	1.01805	14.3208	1.08758	-1.00764	1.08758	0.32339	1.08758	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	1	8	0	14	3	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.486214	0.288094	0.120104	0.0775715	0.00276711	129.509	NaN	NaN	-0.00486606	-0.00100764	0.32339	NaN	NaN	12.3703	286.285	22.5627	17.6922	104.995	0.167697	1	20.19	11.8782	10818800	10818800	-15614.7	-1.22778	0	96.1086	80.9898	-14.7233	-21.3222	-7.87732	0	60	60	60	60.1	60.4	NaN	0.39775	0.293286	172.475	28.8075	291.835	NaN	NaN	NaN	NaN	-3953.89	291.35	293.65	295.95	5	27.6806	2.62388	173
DATA	2022-06-23T063000_smart3-00184.ghg	2022-06-23	07:00:00	174.2916	1	18000	18000	-0.136496	0	NaN	5.98065	1	NaN	62.2058	0	NaN	-6.42721	0	NaN	1.40627	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.74635e-11	-4.78695e-12	NaN	NaN	10.402	280.747	287.47	0	0	866.532	23.3874	23.9475	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.11	292.301	90041.5	1.06368	1018.48	0.0269896	0.0911264	0.0156149	2106.4	2211.43	0.01468	95.2508	105.025	291.487	-0.905965	3.53092	0.0382263	3.6455	9.88905e-14	-5.52427e-15	3.6455	7.46283	76.0815	104.391	0.600808	NaN	0.358223	0.763969	-623.566	-0.00573636	0.096143	-0.015411	0	47.8978	-7.26867	16.4418	40.9423	62.4396	87.5724	131.199	-0.13515	1.00996	9.40899	1.01925	55.395	1.08361	-6.47699	1.08361	1.2523	1.08361	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	14	3	2	1	2	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.895042	0.445708	0.187187	0.038916	0.00797767	84.7686	NaN	NaN	0.00868519	-0.00647699	1.2523	NaN	NaN	12.45	280.744	23.3875	18.2628	106.724	0.152154	1	20.9267	11.8708	6816350	6816420	-15614.7	-0.960618	0	91.0059	162.393	-3.48407	-13.9355	-7.87732	0	60	60	60	60.1	60.4	NaN	0.39775	0.293286	268.785	40.7991	292.932	NaN	NaN	NaN	NaN	-3481.46	291.35	293.65	295.95	5	42.6196	3.52568	031
DATA	2022-06-23T070000_smart3-00184.ghg	2022-06-23	07:30:00	174.3124	1	18000	18000	-0.133202	0	NaN	5.63989	1	NaN	103.15	0	NaN	-7.44954	0	NaN	2.33471	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.75758e-11	-3.20606e-12	NaN	NaN	10.1374	274.808	281.407	0	0	864.948	23.4474	24.0104	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.981	293.546	90029.1	1.059	1018.53	0.0271084	0.151289	0.0155864	2111.51	2389.06	0.014718	88.3825	277.549	291.525	-0.143869	3.61096	0.0329066	3.61397	1.57633e-13	-3.70665e-15	3.61397	7.86606	87.1908	92.2816	0.521707	NaN	0.354656	0.905702	-641.643	-0.00557475	0.0546764	-0.0147432	0	48.2176	-7.31721	16.5516	41.2157	62.8566	88.1572	132.076	-0.131892	1.00994	11.4311	1.01915	92.3614	1.08325	-7.63611	1.08325	2.09051	1.08325	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	18	2	0	3	0	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.971595	0.659359	0.180451	0.0976892	0.0072396	235.296	NaN	NaN	0.0105978	-0.00763611	2.09051	NaN	NaN	13.001	274.807	23.4474	18.2998	107.371	0.140791	1	21.9467	11.8768	5256960	5257020	-15614.7	-0.845774	0	84.2152	252.631	11.7825	-7.22072	-7.87732	0	60	60	60	60.1	60.4	NaN	0.39775	0.293286	373.495	52.4952	294.039	NaN	NaN	NaN	NaN	-3256.16	291.35	293.65	295.95	5	53.5096	3.37089	076
DATA	2022-06-23T073000_smart3-00184.ghg	2022-06-23	08:00:00	174.3332	1	18000	18000	-0.158169	0	NaN	31.9671	0	NaN	155.342	0	NaN	-14.0243	0	NaN	3.51957	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.27094e-11	-1.07585e-12	NaN	NaN	10.087	274.476	281.005	0	0	853.86	23.2342	23.7869	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.596	294.596	90011	1.0551	1018.43	0.0272108	0.228068	0.0153866	2091.89	2548.26	0.014583	82.091	456.367	291.377	0.900851	3.44038	0.00847264	3.55638	1.50694e-14	-1.25998e-15	3.55638	6.80358	104.679	75.3268	0.1365	NaN	0.387181	0.91396	-147.268	-0.024289	0.205785	-0.0768358	0	51.5683	-7.82568	17.7017	44.0798	67.2245	94.2832	141.253	-0.156619	1.0099	40.2948	1.01897	136.64	1.08259	-14.7877	1.08259	3.09586	1.08259	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	3	0	0	3	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.878542	0.767563	0.181815	0.0943732	0.00807792	310.307	NaN	NaN	0.0374993	-0.0147877	3.09586	NaN	NaN	13.2766	274.475	23.2342	18.1502	107.664	0.134075	1	23.1467	11.873	5134950	5135030	-15614.7	-0.862666	0	78.4017	348.932	35.1179	5.47938	-7.87732	0	60	60	60	60.1	60.4	NaN	0.39775	0.293286	483.201	64.7485	294.952	NaN	NaN	NaN	NaN	-3232.85	291.35	293.65	295.95	5	66.4407	3.3821	241
DATA	2022-06-23T080000_smart3-00184.ghg	2022-06-23	08:30:00	174.3541	1	18000	18000	-0.115491	0	NaN	48.3291	0	NaN	158.661	0	NaN	-14.1085	0	NaN	3.59881	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.05624e-11	-6.01871e-12	NaN	NaN	9.95652	272.092	278.557	0	0	849.253	23.2084	23.7598	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	298.573	295.753	89976.8	1.05059	1018.44	0.027328	0.233203	0.0153035	2088.78	2734.47	0.0145667	76.3869	645.692	291.353	0.877184	3.34426	-0.00359627	3.45739	1.37293e-14	-7.08706e-15	3.45739	6.4717	104.784	75.3027	-0.0595973	NaN	0.331558	0.832286	-61.1546	-0.0584911	0.304606	-0.136234	0	46.649	-7.07917	16.0131	39.8749	60.8117	85.2892	127.779	-0.114366	1.00984	56.6128	1.01866	138.016	1.08147	-15.3574	1.08147	3.13053	1.08147	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	12	2	3	0	5	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.753874	0.739393	0.171305	0.165914	0.0108093	457.214	NaN	NaN	0.0529114	-0.0153574	3.13053	NaN	NaN	14.1	272.09	23.2083	18.1254	107.78	0.132157	1	23.87	11.8432	1393740	1393810	-15614.7	-0.336155	0	74.8927	417.271	52.6425	5.93536	-7.87732	0	60	60	60	60.1	60.4	NaN	0.39775	0.293286	561.496	74.2055	295.702	NaN	NaN	NaN	NaN	-2094.08	291.35	293.65	295.95	5	79.0157	3.18126	228
DATA	2022-06-23T083000_smart3-00184.ghg	2022-06-23	09:00:00	174.3749	1	18000	18000	-0.0803314	0	NaN	57.2101	0	NaN	212.385	0	NaN	-16.5493	0	NaN	4.82249	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.51455e-11	-1.29097e-12	NaN	NaN	9.85736	270.424	276.805	0	0	840.222	23.0505	23.5943	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	299.381	296.845	89961	1.0466	1018.37	0.0274338	0.312497	0.0151408	2074.2	2921.07	0.0144667	71.0082	846.87	291.241	0.592867	3.0019	-0.00990755	3.0599	5.57284e-15	-1.53647e-15	3.0599	6.32816	101.591	78.828	-0.185517	NaN	0.277046	0.758957	-30.1361	-0.118695	0.26937	-0.193747	0	43.878	-6.65865	15.0619	37.5062	57.1993	80.2229	120.189	-0.0795602	1.00969	68.5943	1.01748	186.433	1.07705	-18.2314	1.07705	4.23321	1.07705	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	6	2	1	0	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.700378	0.678141	0.139395	0.22311	0.0139517	747.496	NaN	NaN	0.064358	-0.0182314	4.23321	NaN	NaN	14.0599	270.423	23.0505	18.011	107.831	0.132002	1	24.12	11.8454	769728	769805	-15614.7	-0.357972	0	73.6567	432.675	54.8851	6.33806	-7.87732	0	60	60	60	60.1	60.4	NaN	0.39775	0.293286	585.619	77.2846	295.956	NaN	NaN	NaN	NaN	-1966.3	291.35	293.65	295.95	5	77.9034	2.98506	245
DATA	2022-06-23T090000_smart3-00184.ghg	2022-06-23	09:30:00	174.3957	1	18000	18000	-0.0801872	0	NaN	61.1594	0	NaN	260.44	0	NaN	-18.1615	0	NaN	5.9205	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.79802e-11	1.56557e-12	NaN	NaN	9.74294	268.42	274.843	0	0	848.337	23.3718	23.9312	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.411	298.036	89940.4	1.04205	1018.58	0.0275502	0.383648	0.015287	2102.64	3137.18	0.0146702	67.0231	1034.55	291.458	-0.353084	2.53927	0.0219635	2.56379	-9.41565e-14	1.84546e-15	2.56379	5.79695	82.2345	97.9162	0.490847	NaN	0.277401	0.837183	-28.2963	-0.126412	0.234831	-0.207717	0	46.807	-7.10314	16.0673	40.0099	61.0176	85.5781	128.212	-0.0794137	1.00974	75.4889	1.01621	230.577	1.07182	-20.1848	1.07182	5.24162	1.07182	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	8	0	2	2	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.683906	0.871556	0.118904	0.287829	0.0206402	1258.8	NaN	NaN	0.0711215	-0.0201848	5.24162	NaN	NaN	14.02	268.418	23.372	18.2229	107.881	0.129039	1	27.1433	11.8805	3479550	3479630	-15614.7	-0.678398	0	63.7081	590.333	77.1034	16.9748	-7.87732	0	60	60	60	60.1	60.4	NaN	0.39775	0.293286	771.301	99.5052	298.259	NaN	NaN	NaN	NaN	-2851.31	291.35	293.65	295.95	5	49.2152	2.17573	241
DATA	2022-06-23T093000_smart3-00184.ghg	2022-06-23	10:00:00	174.4165	1	18000	18000	-0.0741004	0	NaN	69.0985	0	NaN	355.787	0	NaN	-22.7882	0	NaN	8.09678	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.79729e-11	2.4517e-12	NaN	NaN	9.66378	267.275	273.686	0	0	846.986	23.4254	23.9873	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	301.334	299.154	89928	1.03799	1018.63	0.0276574	0.524671	0.0152627	2107.16	3352.56	0.0147041	62.8524	1245.39	291.492	-0.655014	2.32478	0.0151209	2.41534	9.207e-14	2.89462e-15	2.41534	5.85034	75.5903	105.735	0.358695	NaN	0.267186	0.723877	-22.3775	-0.159848	0.194213	-0.244593	0	45.5279	-6.90904	15.6283	38.9166	59.3502	83.2395	124.708	-0.0733796	1.00982	89.0375	1.01588	317.019	1.07035	-25.285	1.07035	7.21451	1.07035	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	1	0	0	0	2	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.688485	0.641048	0.11822	0.298542	0.0243271	2009.63	NaN	NaN	0.0842097	-0.025285	7.21451	NaN	NaN	13.9449	267.274	23.4254	18.2494	107.935	0.126134	1	28.6267	11.8752	5933570	5933650	-15614.7	-0.89344	0	59.4602	662.134	87.6334	30.5692	-7.87732	0	60	60	60	60.1	60.4	NaN	0.39775	0.293286	853.308	107.62	299.328	NaN	NaN	NaN	NaN	-3344.91	291.35	293.65	295.95	5	42.9124	1.86527	242
DATA	2022-06-23T100000_smart3-00184.ghg	2022-06-23	10:30:00	174.4374	1	18000	18000	-0.0894105	0	NaN	70.8878	0	NaN	376.697	0	NaN	-21.6716	0	NaN	8.58038	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.27916e-11	1.98612e-12	NaN	NaN	9.56539	265.4	271.683	0	0	833.552	23.1276	23.6752	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	302.129	300.085	89920	1.0348	1018.49	0.0277459	0.556008	0.0150206	2080.19	3541.52	0.0145155	58.7372	1461.33	291.287	-1.30835	2.48864	0.0275756	2.81174	7.88927e-14	2.38271e-15	2.81174	5.83174	62.2894	117.732	0.561928	NaN	0.293946	0.84697	-29.0421	-0.123166	0.188183	-0.22882	0	45.2089	-6.86063	15.5188	38.6439	58.9344	82.6563	123.834	-0.0885535	1.00968	91.9673	1.01681	334.871	1.07439	-24.2867	1.07439	7.62768	1.07439	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	2	1	1	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.637681	0.910636	0.145623	0.277488	0.0215464	2219.51	NaN	NaN	0.0872617	-0.0242867	7.62768	NaN	NaN	13.9199	265.399	23.1275	18.0417	107.811	0.124525	1	29.88	11.8733	8933940	8934020	-15614.7	-1.10985	0	55.3701	720.984	93.001	41.4842	-7.87732	0	60	60	60	60.1	60.4	NaN	0.39775	0.293286	919.717	114.525	300.321	NaN	NaN	NaN	NaN	-3761.79	291.35	293.65	295.95	5	32.281	2.48782	101
